studentid,firstname,lastname,GPA,Major
10671,Sissy,Aaberg,2.875,Music
10672,Dianemarie,Jammal,3,Sports
10673,Stacey,Adore,2.75,Science
10674,Emylee,Johnsson,2.75,Robotics
10675,Joceline,Brittani,2.75,Health
10676,Inga,Harned,3.5,Health
10677,Rebeca,Codding,3.375,Architecture
10678,Elena,Madaih,2.875,Sports
10679,Veda,Ulphia,3.25,Computer science
10680,Tierney,Erich,3,Psychology
10681,Tiffie,Iphlgenia,2.375,Engineering
10682,Celene,Weaks,2.375,Computer science
10683,Lacie,Belldas,2,Health
10684,Bobbi,Armanda,2.875,Art
10685,Rochette,Leary,2.375,Science
10686,Cindelyn,Geffner,2.875,Graphic Design
10687,Hope,Azeria,2.25,Music
10688,Lilith,Hull,2.625,Music
10689,Elsie,Eno,2.25,History
10690,Harmonia,Bethany,2.875,Graphic Design
10691,Rosene,Zaslow,2.625,Computer science
10692,Janey,Stanwood,1.875,Health
10693,Amelia,Velick,3.125,Robotics
10694,Merci,Cecile,2,Graphic Design
10695,Roseline,Rogerio,3,English
10696,Cindelyn,Jalbert,2.75,Computer science
10697,Ricky,Terencio,2,Music
10698,Sherrie,Waldron,1.75,Science
10699,Jessamyn,Giff,2.375,History
10700,Ira,Belldas,2.625,Music
10701,Xylina,Hathaway,2.875,Robotics
10702,Christian,Riordan,2.75,Engineering
10703,Joelly,Helve,2.5,English
10704,Halette,Bergman,2.625,Architecture
10705,Libbie,Israeli,2.75,Health
10706,Jsandye,Lubin,3.125,Graphic Design
10707,Catrina,Meli,2.75,Architecture
10708,Joceline,Si,2.375,English
10709,Miquela,Bonucci,1.875,Computer science
10710,Ottilie,Etom,3,Architecture
10711,Kirbee,Nea,2.5,Statistics
10712,Paola,Lilybelle,3.5,Business/Commerce
10713,Kaia,Azeria,3.125,Psychology
10714,Lory,Fillbert,3.25,Health
10715,Cecile,Joseph,2.75,Business/Commerce
10716,Edyth,Ashok,2.25,Business/Commerce
10717,Evaleen,Llovera,3.125,Health
10718,Priscilla,Durante,3.125,English
10719,Britni,Chabot,3.125,Business/Commerce
10720,Aurelie,Bonucci,3.125,Psychology
10721,Laurene,Monaco,2.875,Psychology
10722,Augustine,Hieronymus,2.75,Music
10723,Rhoda,Maples,3.875,History
10724,Vita,Mayeda,3.125,Science
10725,Antonietta,Boycey,3,Health
10726,Blinni,Ventre,3.125,Art
10727,Gwyneth,Emanuel,2.5,Statistics
10728,Meriel,Erskine,2.5,IT
10729,Karly,Jacinda,2.125,Health
10730,Correy,Jillane,2.625,Robotics
10731,Gisela,Fax,3.25,Science
10732,Rubie,Malina,2.75,Engineering
10733,Gloria,Peonir,3.125,Science
10734,Ileana,Joachim,3,Psychology
10735,Tybie,Demitria,2.875,Music
10736,Halette,Garrison,2.625,Computer science
10737,Norine,Riva,3.125,Computer science
10738,Luci,Gavrila,3.125,Computer science
10739,Alisha,Blake,2.875,Architecture
10740,Sophia,Chrystel,2.75,Graphic Design
10741,Annaliese,Tound,2.5,Health
10742,Nannie,Hewitt,2.875,Engineering
10743,Marguerite,Kevon,2.625,Psychology
10744,Merry,Margret,2.625,Statistics
10745,Loree,Freddi,3.125,English
10746,Paulita,Belldas,2.75,Music
10747,Orsola,Goth,2.125,Music
10748,Susan,Weinreb,2.875,History
10749,Chandra,Raama,3.375,Graphic Design
10750,Sabina,Ummersen,2.75,IT
10751,Hallie,Kenwood,2.875,IT
10752,Kial,Sholley,3,English
10753,Addia,Pernick,2.875,Robotics
10754,Jsandye,Hillel,2.5,Psychology
10755,Linet,Zuzana,2.5,Psychology
10756,Kaia,Nelsen,2.375,History
10757,Daryl,Rurik,2.875,Health
10758,Catharine,Wu,2.625,Architecture
10759,Margalo,Devlen,2.25,Art
10760,Lorenza,Junie,2.875,History
10761,Monika,Revkah,2.25,Sports
10762,Iseabal,Raffo,2.375,Health
10763,Adore,Calhoun,2.875,Psychology
10764,Jessamyn,Haerr,2.375,Sports
10765,Josephine,Truc,2,History
10766,Lilith,Goerke,3.625,Health
10767,Lusa,Lunsford,3,History
10768,Kassey,Katrine,3.125,Business/Commerce
10769,Mady,Atcliffe,2.125,Graphic Design
10770,Bernardine,Bouchard,2.625,Engineering
10771,Carilyn,Emmaline,2.625,Graphic Design
10772,Shandie,Mullane,2.625,Business/Commerce
10773,Merle,Morehouse,2.125,Art
10774,Lorne,Waldron,3,IT
10775,Amara,Bury,2.625,Sports
10776,Regina,Ortrude,3,Science
10777,Maridel,Adalbert,2.5,Engineering
10778,Alyssa,Turne,2.375,Business/Commerce
10779,Katleen,Tayib,2.25,Computer science
10780,Alejandra,Deny,2.875,Health
10781,Yolane,Bandeen,2.75,Architecture
10782,Corene,Justinn,2.625,Health
10783,Shel,Pillsbury,1.875,Art
10784,Vinita,Brieta,2.25,IT
10785,Cam,Sharl,2.375,Sports
10786,Valli,Francene,3.25,Business/Commerce
10787,Paulita,Judye,3,Computer science
10788,Queenie,Mauer,2.5,Psychology
10789,Mamie,Edmund,2.875,English
10790,Andeee,Ade,3.25,Health
10791,Marguerite,Mozelle,2.75,IT
10792,Deedee,Wenda,2.875,Art
10793,Fanny,Izaak,3,Computer science
10794,Demetris,Auberbach,2.625,Graphic Design
10795,Jan,Callista,2.875,Health
10796,Carol-Jean,Trey,3,Robotics
10797,Elena,Vary,2.875,Psychology
10798,Brooks,Gillan,2.625,History
10799,Rhoda,Kiyoshi,2.625,Art
10800,Corina,MacIntosh,2.75,Statistics
10801,Konstance,Bultman,2.5,English
10802,Courtnay,Ingra,2.375,Psychology
10803,Vita,Gladstone,2.375,History
10804,Ilse,Raseda,3,History
10805,Sharai,Niles,1.875,English
10806,Kimmy,Gaspard,2.5,History
10807,Agnese,Anastatius,3.625,Sports
10808,Andeee,Erb,2.75,Statistics
10809,Ann-Marie,Ricarda,1.875,Science
10810,Brooks,My,3.375,Psychology
10811,Lusa,Lindemann,2.125,Sports
10812,Maud,Ardeha,2.625,Music
10813,Margalo,Mandler,2.875,Sports
10814,Yvonne,Agle,2.75,Psychology
10815,Gerrie,Donell,3.125,Computer science
10816,Quintina,Serilda,2.25,Statistics
10817,Latisha,Ilka,2.625,Sports
10818,Lorenza,Kronfeld,2.75,Statistics
10819,Arlena,Cavan,2.875,Business/Commerce
10820,Florie,Posner,3.125,Business/Commerce
10821,Trudie,Suk,2.625,Robotics
10822,Gratia,Ventre,2.625,Statistics
10823,Vinita,Blase,2.5,Computer science
10824,Charissa,Flita,2.375,Science
10825,Gwyneth,Lunsford,2.625,IT
10826,Nelle,Taima,2.125,Sports
10827,Andeee,Codding,2.625,Health
10828,Adele,Wolfgram,2.75,Graphic Design
10829,Olivette,Sidonius,2.875,Computer science
10830,Dulce,Tound,2.625,Graphic Design
10831,Nyssa,Ralfston,3.125,IT
10832,Susette,Egbert,3.125,Health
10833,June,Dominy,2.375,Music
10834,Marsiella,Alfons,3.375,Health
10835,Eve,Edee,3.125,Music
10836,Nadine,Poll,2.25,Music
10837,Andree,Sasnett,3,English
10838,Grier,Seessel,3,Statistics
10839,Genevra,Odysseus,2.75,Architecture
10840,Eadie,Goldina,3.25,Computer science
10841,Fanny,Lacombe,3,Music
10842,Kassey,Kenney,2.5,Art
10843,Mary,Maxi,2.375,Statistics
10844,Darlleen,Carlson,2.125,History
10845,Roseline,Wilona,3,Statistics
10846,Ericka,Tarrant,2.125,Sports
10847,Verla,Lacombe,2.375,History
10848,Nelle,Ader,2.875,Science
10849,Jere,Krystle,3.25,History
10850,Ethel,Madox,2.625,Psychology
10851,Trixi,Joachim,2.25,Business/Commerce
10852,Beatriz,Ingra,2.75,Robotics
10853,Celestyna,Lia,2.625,Sports
10854,Frank,Janene,2.625,Computer science
10855,Modestia,Durante,2.375,Science
10856,Tani,Gino,2.625,IT
10857,Jacenta,Zuzana,2.75,Health
10858,Cecile,Leonard,2.875,Robotics
10859,Asia,Frodi,2.875,English
10860,Brianna,Torray,2.625,Engineering
10861,Codie,Bendick,2.25,Robotics
10862,Nannie,Romelda,2.75,Sports
10863,Celestyna,Morgun,3.625,Computer science
10864,Frances,Ailyn,3,History
10865,Bee,Florina,2.75,Robotics
10866,Lory,Muriel,2.625,Statistics
10867,Millie,Ardra,3.25,Science
10868,Gratia,Halla,3,IT
10869,Jordan,Gahl,2.875,IT
10870,Marsiella,Modie,2.5,IT
10871,Deane,Diann,2.5,Health
10872,Jasmina,Boehike,2.375,History
10873,Sheree,Forrer,3,English
10874,Ashlee,Burkle,2.625,Business/Commerce
10875,Roslyn,Jacqui,2.625,Business/Commerce
10876,Gratia,Cecile,2.75,Psychology
10877,Tami,Kauppi,2.5,Psychology
10878,Magdalena,Dalli,2.625,Health
10879,Stephanie,Llovera,3.375,Sports
10880,Verla,Taam,2.375,Art
10881,Maridel,Faust,3.25,Statistics
10882,Lexine,Durware,3,Engineering
10883,Gale,Naor,2.25,Health
10884,Mildrid,Caitlin,2.5,English
10885,Josephine,Lumbard,3.125,Health
10886,Yvonne,Phyllis,3.25,Health
10887,Hope,Richers,2.875,Sports
10888,Melina,Howlyn,2.5,English
10889,Ruthe,Ricki,3.375,Graphic Design
10890,Lesly,Aloise,2.5,Engineering
10891,Caritta,Douglass,2.75,Health
10892,Roberta,Wu,3.5,Business/Commerce
10893,Marcy,Bahr,2.75,Architecture
10894,Emma,Edvard,2.625,Art
10895,Nadine,Leonard,3.5,Engineering
10896,Molli,Alcott,2.25,Art
10897,Rosaline,Henrie,2.625,Music
10898,Oona,Standing,3.125,Health
10899,Lacie,Toni,2.875,Robotics
10900,Hallie,Minetta,2.625,Computer science
10901,Gui,McCutcheon,2.375,Statistics
10902,Aurelie,Blase,3.125,History
10903,Ekaterina,Natica,2.25,Psychology
10904,Hayley,Koehler,3,Psychology
10905,Lily,Olin,2.875,Architecture
10906,Vere,Dorothy,3.25,History
10907,Nananne,An,2.375,Science
10908,Annaliese,Judye,3.375,Engineering
10909,Jacquetta,Shirberg,3.125,English
10910,Margette,Rossner,2.375,Sports
10911,Dorene,Phaidra,3,English
10912,Cristabel,Phyllis,3,Architecture
10913,Keelia,Jorgan,2.5,Statistics
10914,Kristan,Ariella,3,Graphic Design
10915,Karena,Arne,2.875,History
10916,Hollie,Jess,2.25,Engineering
10917,Paule,Haerr,2.875,Robotics
10918,Ivett,Berne,2.875,Statistics
10919,Marita,Ilka,2.375,Music
10920,Christy,Toni,3.25,Architecture
10921,Maud,Afton,3.125,Business/Commerce
10922,Dari,Noam,2,IT
10923,Carmela,Horan,3.125,Engineering
10924,Cyndie,Kauppi,2.875,Graphic Design
10925,Mildrid,Jess,2.875,Computer science
10926,Jenda,Milde,3.25,IT
10927,Bernardine,Moina,3.25,Health
10928,Hollie,Jalbert,2.875,Statistics
10929,Pollyanna,Tybald,3.125,Engineering
10930,Annice,Sherfield,2.875,Health
10931,Liana,Bury,3,Health
10932,Lita,Devlen,2.875,Health
10933,Laurene,Carey,2.125,Science
10934,Tori,Diann,3.75,Psychology
10935,Layla,Astra,2.75,History
10936,Blake,Rolf,3.25,Psychology
10937,Dale,Euridice,3,Statistics
10938,Frances,Waldron,3,IT
10939,Bee,Colyer,3,Health
10940,Stephanie,Lindemann,2.5,Statistics
10941,Yvonne,Bebe,2.75,Architecture
10942,Clarice,Emanuel,2.875,History
10943,Kamilah,Dimitris,2.875,History
10944,Morganica,Hedve,2.375,Psychology
10945,Jan,Hanleigh,2.625,Health
10946,Wendi,Granoff,2.625,Computer science
10947,Cristabel,Lareena,2.75,Science
10948,Mallory,Bahr,2.75,Health
10949,Mignon,Sallyann,2.625,Health
10950,Selia,Bebe,3,History
10951,Priscilla,Serilda,3.25,Graphic Design
10952,Marleah,Georgy,2.875,Computer science
10953,Donnie,Goddard,2.875,Art
10954,Gale,Morrill,2.25,IT
10955,Lizzie,Mike,3,Science
10956,Rani,Gladstone,2.375,Business/Commerce
10957,Carmencita,Palocz,2.5,Music
10958,Dale,Sharl,2.5,Statistics
10959,Celene,Mathilde,3.375,Psychology
10960,Nataline,Liebermann,3.25,Graphic Design
10961,Myriam,Lanita,3.25,Computer science
10962,Celestyna,Jenness,2.625,Sports
10963,June,Tound,3.375,Science
10964,Queenie,Mitzi,2.125,Statistics
10965,Raf,Himelman,2.75,Science
10966,Eve,Franza,3.125,Statistics
10967,Ida,Allys,2.625,English
10968,Cherilyn,Newell,2.625,Art
10969,Desirae,Weide,3.125,History
10970,Kary,Faust,2.75,Robotics
10971,Kristan,Reinke,2.375,Computer science
10972,Adelle,Ciro,2.375,Sports
10973,Beth,Drisko,2.375,Architecture
10974,Lyssa,Erlandson,3,Sports
10975,Jere,Burkle,3.5,Engineering
10976,Aili,Laurianne,2.5,Statistics
10977,Katuscha,Fleeta,2.625,History
10978,Elena,Schwejda,2.75,History
10979,Cecile,Liebermann,2.375,Graphic Design
10980,Elise,Kolnick,2.625,Computer science
10981,Rivalee,Giff,3.25,Statistics
10982,Priscilla,Mathilde,3,Science
10983,Gabi,Frodi,2.375,Sports
10984,Priscilla,Dudley,2.75,Robotics
10985,Lesly,Giff,2.75,Health
10986,Coral,Presber,2.625,Business/Commerce
10987,Cissiee,Grimbly,3.25,Health
10988,Kellen,Quinn,2.5,Psychology
10989,Deloria,Mata,3.125,Art
10990,Marguerite,Melan,2.75,History
10991,Phedra,Wittie,2.75,Robotics
10992,Hope,Glovsky,2.75,Business/Commerce
10993,Kristina,Bendick,2.125,Sports
10994,Hermione,Center,2.375,Music
10995,Gisela,Dituri,2.25,English
10996,Emma,Gamaliel,2.75,Statistics
10997,Lily,Letsou,2.875,Graphic Design
10998,Annora,Kirbee,2.375,Computer science
10999,Max,Stephie,2.5,Robotics
11000,Diena,Dalli,3.25,Science
11001,Maurene,McClimans,3.25,Psychology
11002,Corly,Leopold,3,IT
11003,Binny,Roche,2.5,Architecture
11004,Ericka,Carmena,2.75,History
11005,Hope,Wind,3,Science
11006,Rochette,Gaulin,2.5,History
11007,Elsie,Rozanna,2.875,IT
11008,Dorene,Faro,3.5,Science
11009,Cyb,Michella,3.125,Health
11010,Christal,Halsey,2.25,Music
11011,Georgetta,Chobot,2.875,Statistics
11012,Kore,Etom,2.25,Computer science
11013,Aimil,Vharat,2.5,Music
11014,Kial,Boycey,2.875,Robotics
11015,Alejandra,Horan,1.875,Computer science
11016,Almeta,Wenoa,2.375,Engineering
11017,Audrie,Brunell,2.375,Business/Commerce
11018,Viki,Lubin,3.125,Psychology
11019,Shirlee,Sundin,2.625,Music
11020,Jerry,Ailyn,3.375,IT
11021,Daryl,Hurley,3,Engineering
11022,Arabel,Barbey,2.875,Art
11023,Marjie,Dunkin,3,Graphic Design
11024,Ursulina,Jenness,2.625,Sports
11025,Kathy,Nedrud,2.75,Computer science
11026,Rozele,Dichy,2.75,Psychology
11027,Rivalee,Romelda,3,Health
11028,Basia,Penelopa,2.25,Architecture
11029,Kary,Laverne,2.625,Robotics
11030,Ruthe,Ludewig,2.875,Computer science
11031,Stevana,Leonard,2.75,Music
11032,Adore,Malina,3.5,Sports
11033,Lacie,Merat,2.875,History
11034,Frances,Koehler,2,English
11035,Jemie,Vins,2.625,Architecture
11036,Anallese,Goerke,3.25,Health
11037,Alexine,Charity,3.25,Sports
11038,Steffane,Anastatius,2.5,Robotics
11039,Celestyna,Silvan,2.5,Health
11040,Ardeen,Eldrid,2.5,History
11041,Merci,Sheng,2.875,Statistics
11042,Coral,Tatianas,2.875,Sports
11043,Lesly,Johnsson,2.5,History
11044,Aubrie,Fontana,2.75,Graphic Design
11045,Frank,Septima,2.625,History
11046,Amalie,Ursulette,3.5,IT
11047,Raina,Hartnett,2.25,English
11048,Cathie,Konyn,2.125,Health
11049,Courtnay,Schwejda,2.75,Robotics
11050,Cam,Anselmi,2.625,Statistics
11051,Charmaine,Raimondo,2.375,Architecture
11052,Misha,Irmine,2.75,Psychology
11053,Noelle,Pandolfi,2.25,Computer science
11054,Sharlene,Ortrude,2.625,Computer science
11055,Sabina,Cordi,3.5,Music
11056,Gabi,Larochelle,3.125,Business/Commerce
11057,Mariele,Tybald,2.625,English
11058,Candi,Wilkinson,3.125,Health
11059,Chloris,Rubie,3.125,Science
11060,Camile,Rustice,2.625,IT
11061,Jessy,Brenn,3,Art
11062,Lindie,Hartnett,2.875,Art
11063,Latisha,Raimondo,2.75,English
11064,Edyth,Bluh,3,History
11065,Etta,Chapland,3.125,Robotics
11066,Aurelie,Holtz,2.625,Music
11067,Randa,Morgun,2.625,Sports
11068,Mallory,Henrie,2.875,History
11069,Kristan,Mintz,2.625,Psychology
11070,Eve,Bahr,2.5,IT
11071,Dania,Flita,3,Psychology
11072,Donnie,Maxi,2.5,Architecture
11073,Alie,Ranjiv,2.125,Health
11074,Nyssa,Morrill,2.875,Graphic Design
11075,Sandie,Grayce,3.375,Art
11076,Ottilie,Jary,3.125,Music
11077,Aigneis,Schenck,2.875,Art
11078,Nananne,Mott,2.5,Psychology
11079,Daphne,Revkah,2.625,English
11080,Babita,Bach,2.75,English
11081,Nikki,Carvey,2.875,Health
11082,Carlie,Noelyn,2.75,Computer science
11083,Mariele,Crudden,2.75,Robotics
11084,Hettie,Toni,3.25,Business/Commerce
11085,Bobbi,Destinee,2.125,Health
11086,Pollyanna,Carri,2.625,English
11087,Willetta,Himelman,3.125,Music
11088,Halette,Stav,2.25,Business/Commerce
11089,Joane,Arley,2.625,Computer science
11090,Ermengarde,Pyle,3.25,Science
11091,Paola,Willie,2.5,Architecture
11092,Teriann,Argus,2.25,Health
11093,Chickie,Mayeda,3,English
11094,Keelia,Weitman,2.25,History
11095,Nanete,Tengdin,2.875,Science
11096,Kore,Hailee,3,Robotics
11097,Julieta,Salvidor,3.25,Science
11098,Karolina,Sprage,2.375,Robotics
11099,Marnia,Greenwald,3.125,Sports
11100,Dorene,Madox,2.625,Art
11101,Morganica,Marijo,2,History
11102,Danny,Velick,2.875,Science
11103,Fidelia,Jarib,2.5,Psychology
11104,Viki,Bonucci,2.625,Art
11105,Lelah,Eno,2.75,Health
11106,Janey,Jerald,2.875,History
11107,Selia,Vivle,2.875,Psychology
11108,Tybie,Brieta,3.25,History
11109,Calla,Pauly,2.75,Sports
11110,Florencia,Bonilla,2.875,Health
11111,Ilse,Luhe,2,Health
11112,Charissa,Fiann,3,English
11113,Gretal,Hubert,2.5,Engineering
11114,Kayla,Bates,2.625,History
11115,Rani,Baudin,3.25,Music
11116,Lindie,Gino,3,Engineering
11117,Berta,Ingra,2.5,Business/Commerce
11118,Neila,Gillan,3,Psychology
11119,Mary,Hewitt,3,Health
11120,Violet,Amasa,3.5,Statistics
11121,Lesly,Hortensia,3,Computer science
11122,Violet,Toor,2.125,Graphic Design
11123,Ayn,Nadia,3,History
11124,Nollie,Colleen,2.875,Architecture
11125,Jessamyn,Anyah,3,Art
11126,Hope,Phi,2.375,Statistics
11127,Nannie,Dalli,2.875,Computer science
11128,Paulita,Garrison,3,Business/Commerce
11129,Theodora,Skurnik,3.625,Engineering
11130,Damaris,Lauraine,2.375,Music
11131,Ericka,Cristi,2,Engineering
11132,Kenna,Armanda,3.125,Architecture
11133,Ursulina,Kunin,2.75,Sports
11134,Emylee,Brackely,3.125,Computer science
11135,Anestassia,Mandler,2.625,Computer science
11136,Pollyanna,Lowry,2.875,Science
11137,Inga,Phaidra,2.75,Psychology
11138,Noelle,Kolnick,3.25,Music
11139,Corina,Wooster,2.875,Computer science
11140,Angela,Stefa,2.375,Architecture
11141,Siana,Hebner,2.25,Psychology
11142,Cindelyn,Adalbert,3.125,Statistics
11143,Maye,Bollay,2.625,Architecture
11144,Ashlee,Peg,3.125,Music
11145,Eadie,Brenn,2.375,History
11146,Tera,Merna,2.75,English
11147,Rebeca,Darian,2.875,Robotics
11148,Ada,Anis,2.375,English
11149,Katuscha,Schenck,3.625,Health
11150,Noelle,Kiyoshi,3,Science
11151,Sybille,Bigner,3.25,Business/Commerce
11152,Pamella,Bartlett,2,Architecture
11153,Charmaine,Pascia,3.125,Computer science
11154,Nita,Lunsford,2.875,Computer science
11155,Regina,Lunsford,3.625,Business/Commerce
11156,Tori,Dom,2.875,Robotics
11157,Agathe,Ciro,3,Computer science
11158,Diena,Berne,2.25,History
11159,Sashenka,Helve,2.5,Music
11160,Sam,Manolo,2.875,Music
11161,Dode,Lilybelle,3,Sports
11162,Drucie,Francyne,2.875,Architecture
11163,Melina,Virgin,2.625,Health
11164,Rozele,Rolf,3.25,Architecture
11165,Eugine,Han,3.25,Computer science
11166,Sandie,Saint,2.5,Computer science
11167,Jennica,Sabella,2.75,Computer science
11168,Consuela,Destinee,2.875,Art
11169,Ericka,Gaal,3.375,Music
11170,Chickie,Maribeth,3.125,Business/Commerce
11171,Dominga,Forrer,2.25,Music
11172,Shaylyn,Oriana,2.375,Music
11173,Sarette,Louanna,2.5,Computer science
11174,Marinna,Ade,3,English
11175,Margette,Bethany,2.125,History
11176,Rhea,Eliathas,2.75,Statistics
11177,Lexine,Nadia,2.875,Graphic Design
11178,Vonny,Yuille,2.75,Art
11179,Allis,Chauncey,3,Graphic Design
11180,Dulcinea,Arne,2.625,Psychology
11181,Lulita,Noam,3,Computer science
11182,Fawne,Bevin,2.875,Engineering
11183,Caritta,Smitt,3.375,Business/Commerce
11184,Collen,O'Carroll,2.875,IT
11185,Lyssa,Destinee,2.875,Sports
11186,Patricia,Manolo,2.125,Engineering
11187,Gui,Skurnik,2.875,Psychology
11188,Dorene,Destinee,3,Art
11189,Gwyneth,Stephie,2.875,Art
11190,Ann-Marie,Jacobah,3.125,Engineering
11191,Lila,Whiffen,2.375,Statistics
11192,Rani,Hunfredo,3.75,History
11193,Brietta,Quinn,3,Art
11194,Cassandra,Gaulin,3,English
11195,Gabi,Magnolia,2,Architecture
11196,Jennica,Rurik,2.375,Engineering
11197,Fanny,Timon,3.625,Statistics
11198,Zondra,Koziara,3.125,Art
11199,Etta,Granoff,2.375,History
11200,Nonnah,Pierette,1.875,Computer science
11201,Nollie,Scammon,3.25,Psychology
11202,Rayna,Zitvaa,2.5,Graphic Design
11203,Lacie,Destinee,2.625,Health
11204,Priscilla,Belanger,1.875,History
11205,Doralynne,Fairweather,3,Graphic Design
11206,Mady,Skurnik,2.5,Engineering
11207,Karina,Llovera,3.125,History
11208,Shannah,Bonucci,2.875,Music
11209,Marline,Karylin,1.875,Statistics
11210,Zaria,Alisia,2.5,Music
11211,Marjie,Rosette,3.625,Engineering
11212,Fawne,Tamar,2.5,Health
11213,Karolina,Joeann,2.875,Architecture
11214,Quintina,Garek,3.375,Science
11215,Mallory,An,2.875,Health
11216,Trudie,Lane,2.875,Sports
11217,Kassey,Buttaro,2.375,History
11218,Philis,Bury,2.5,Psychology
11219,Courtnay,Saree,3,Science
11220,Valli,Junie,3.25,Statistics
11221,Ingrid,Natalia,3.125,Psychology
11222,Evaleen,Shama,2.875,Graphic Design
11223,Angelique,Buckler,3.625,IT
11224,Riannon,Serilda,2.875,Psychology
11225,Zondra,Candy,2.5,Architecture
11226,Agnese,Love,3,Graphic Design
11227,Tatiania,Estella,2.75,Graphic Design
11228,Gloria,Schalles,3.25,Health
11229,Mariann,Dunkin,2.875,Health
11230,Helsa,Amasa,2.75,Sports
11231,Josephine,Sophronia,2.625,Music
11232,Kirstin,Smitt,2.625,Art
11233,Merle,Alfons,3.375,English
11234,Patricia,Albertine,2.25,Architecture
11235,Belinda,Teryn,2.75,History
11236,Alexine,Cornelia,3.125,Music
11237,Elie,Vernier,3.5,Health
11238,Lucy,Baudin,2.875,Robotics
11239,Anallese,Margarete,2.875,Sports
11240,Claudina,Norrie,2.875,History
11241,Kristan,Bethany,2.5,Sports
11242,Willetta,Bonilla,2.875,Health
11243,Madalyn,Merna,2.875,Robotics
11244,Vinita,Edison,3.125,IT
11245,Ermengarde,Evangelia,3.375,Health
11246,Ebonee,Chauncey,2.625,IT
11247,Gwenneth,Newell,3,Art
11248,Johna,Riordan,3.375,Music
11249,Kial,Shelba,3.25,Computer science
11250,Julieta,Gusella,2.25,Engineering
11251,Valera,Engdahl,3,Robotics
11252,Lanna,Georgy,2.875,Engineering
11253,Melina,Lea,2.5,Psychology
11254,Brietta,Juliet,3,Business/Commerce
11255,Merci,Pyle,2.5,Sports
11256,Tobe,Lindemann,2.375,Engineering
11257,Margalo,Halsey,3.25,Music
11258,Leontine,Nadia,2.625,English
11259,Cacilie,Zuzana,3.375,Science
11260,Jaclyn,Thornburg,3.25,Health
11261,Tina,Johnsson,2.875,Music
11262,Camile,Sperling,2.375,Architecture
11263,Viki,Chem,2.625,Statistics
11264,Paola,Fontana,2.5,Computer science
11265,Cathyleen,Garek,2.25,Statistics
11266,Deane,Willie,2.875,English
11267,Merci,Reneta,3,Business/Commerce
11268,Marika,O'Rourke,2.375,Science
11269,Donetta,Seligman,2.25,Architecture
11270,Fred,Adore,3.5,IT
11271,Gianina,Shaver,3.125,Business/Commerce
11272,Maridel,Greyson,3.25,Psychology
11273,Karena,Dex,2.25,Psychology
11274,Phedra,Lorain,3.125,Engineering
11275,Brietta,Melony,2.5,Graphic Design
11276,Harmonia,Beniamino,2.5,Music
11277,Ermengarde,Wandie,2.75,Computer science
11278,Camile,Dannye,2.25,IT
11279,Robbi,Libna,2.875,History
11280,Silvana,Euridice,2.5,Psychology
11281,Maisey,Leler,2.375,Art
11282,Ekaterina,Vary,2.875,Psychology
11283,Ashlee,LaRue,2.75,Engineering
11284,Margarette,Waldron,2.375,Graphic Design
11285,Stacey,Pillsbury,2.875,Computer science
11286,Charissa,Neva,2.25,English
11287,Deloria,Kelula,3,Music
11288,Imojean,Kinnard,3,Robotics
11289,Alisha,Winnick,2.25,Business/Commerce
